timestamp,redemptionsUSDeToUSDC_open,redemptionsUSDeToUSDC_high,redemptionsUSDeToUSDC_low,redemptionsUSDeToUSDC_close,dexsUSDeToUSDC_open,dexsUSDeToUSDC_high,dexsUSDeToUSDC_low,dexsUSDeToUSDC_close,dexcrvUSDToUSDC_open,dexcrvUSDToUSDC_high,dexcrvUSDToUSDC_low,dexcrvUSDToUSDC_close,dexUSDeToUSDC_open,dexUSDeToUSDC_high,dexUSDeToUSDC_low,dexUSDeToUSDC_close
1726952400,1.1006787219482121,1.1008366852452605,1.1004071528210768,1.1008366852452605,1.0986420051614725,1.1025273150128427,1.097674168611144,1.1001037162960496,0.998444322595224,1.0003657933264165,0.9974344743520001,0.9996421555449292,0.9990157520473056,0.9991591252395458,0.9987692661015269,0.9991591252395458
1727038800,1.1010139605391274,1.1011402233800442,1.1006621603552393,1.100778233813226,1.1001037162960496,1.1031947775134578,1.097333058985326,1.0978519818245231,0.9996421555449292,1.0026344073899018,0.9995525207125467,1.0000252036666668,0.9991591252395458,0.999273707501172,0.9988398701014722,0.9989452056002961
1727125200,1.1009554665905121,1.1062472445695188,1.1006923667508914,1.1016462568411374,1.0978519818245231,1.100015958148629,1.0970546530083674,1.0999260031992737,1.0000252036666668,1.0003709150280764,0.9997160573892512,1.000289108655786,0.9989452056002961,1.003746667967889,0.9987064835707874,0.9995719899070897
1727211600,1.101822221460706,1.1018232819854752,1.1011609658360615,1.1014345406486268,1.0999260031992737,1.1016105695178038,1.0980306556141397,1.1002380349016403,1.000289108655786,1.000234695476903,0.999282186998,0.9994378863347884,0.9995719899070897,0.9995729520140734,0.9989720994822199,0.9992202862717563
1727298000,1.1016091348598098,1.1016881949676947,1.1010408313029225,1.1014889913320254,1.1002380349016403,1.1007705286282812,1.0815097599478227,1.096632043623481,0.9994378863347884,1.0002402158556305,0.9993956715818659,0.9994503433394206,0.9992202862717563,0.9992919981531608,0.9987048035793632,0.9991113094609914
1727384400,1.1017046107741586,1.1028588825166306,1.1013936660121806,1.1022810958068987,1.096632043623481,1.0990609573146795,1.093344541879694,1.0988922170969844,0.9994503433394206,0.9999203135379584,0.9992351562809245,0.9998466702642834,0.9991113094609914,1.000158092728318,0.9988293206000284,0.9996341108637565
1727470800,1.1025898848161786,1.1028863521610228,1.1021248075387453,1.1026439303846363,1.0988922170969844,1.1026007332259076,1.0987118030122698,1.1021476647615212,0.9998466702642834,1.0002020860444234,0.9995340836216087,0.999861768444695,0.9996341108637565,0.9999028951821552,0.9992124607859605,0.9996831098565057
1727557200,1.102956110103332,1.1030265986186023,1.102579360090209,1.102579360090209,1.1021476647615212,1.102696920037847,1.1014035276444338,1.102308104849974,0.999861768444695,1.0000645477256749,0.9997033849680168,0.9997731108620367,0.9996831098565057,0.999746998326327,0.9993416360468887,0.9993416360468887
1727643600,1.1028910253070476,1.1034231160506573,1.1023319738418826,1.102854071171527,1.102308104849974,1.1035857097490065,1.0827024171178496,1.1031765336799755,0.9997731108620367,0.9999324098300756,0.9993210692127209,0.9995616652570565,0.9993416360468887,0.999823769296723,0.9988350733920001,0.9993081515000001
1727730000,1.1031643693393016,1.103889768492664,1.1027569934159371,1.103070094580851,1.1031765336799755,1.1037254216633492,1.1011723873120292,1.1029475945761755,0.9995616652570565,0.9999870233075515,0.9989010720246118,0.9999274334874325,0.9993081515000001,0.9999652587336941,0.998939127542866,0.9992227521368418
